Column2,Column1,Answer_ID,QID,Answer_Arabic,Mark1,Mark1_ceil,Mark2,Mark2_ceil,Average_Mark,Median,mark_floor,mark_ceil,Question_ID,Question_Type,Question_Arabic,Model_Arabic
0,1911,1,5.1," كلاهما لديه القدرة على اختراق البرمجيات و الأجهزة الالية ،لكن عمل القراصنة ذات القبعة السوداء يكون لأغراض شريرة وتفيد نفسه أو مقابل مبلغ مادي على عكس القبعات البيضاء لأغراض سلمية وامنية.",5,5,4.5,5,4.75,5,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
2,1913,3,5.1,القبعات البيضاء يقومون بالاختراق لأغراض سلمية مفيدة لمصلحة الغير  اما قراصنة القبعة السوداء الكراكر يخصصون معرفتهم لأغراض شريرة اما لمصلحتهم او لمصلحة شخص يدفع لهم  المال و هدفهم تخريب اجهزة استبدال مواقع او سرقة اموال و معلومات سرية,4.5,5,4.5,5,4.5,5,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
46,1957,47,5.1,عمل قراصنة القبعات البيضاء يكمن في تطوير استعمال معارفها و مهاراتها في الاختراق لمساعدة تطوير مستوى الامن بينما القبعات السوداء فهي تقوم بالاختراق بهدم سرقة و اتلاف المعلومات و اجهزة النظام المعلومات أي للجانب السيئ ,4,4,4.5,5,4.25,4,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
36,1947,37,5.1,قراصنة  القبعات السوداء يسخرون قوتهم بطريقة شريرة فيعملون على سرقة و تخريب المعلومات اما القبعات البيضاء فهم يخترقون النظام و لكن ليعملوا على تقوية نظام الدفاع فنواياهم تكون غير شريرة و يكون عملهم نافع ,4.5,5,4.5,5,4.5,5,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
22,1933,23,5.1,"عمل القبعات السوداء : هدفهم الاختراق من اجل  التخريب او السرقة او اصابة الضحية باضرار بمقابل مادي، اما القبعات البيضاء: الاختراق من اجل اكتشاف الثغرات لتعزيز الامن و الحماية",4.5,5,5,5,4.75,5,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
33,1944,34,5.1,"قراصنة القبعات البيضاء يستخدمون ذكائهم للخير و يؤمنون العمل التطوعي يقومون بحماية النظام من الاختراق و يجدون الثغرات فيه، قراصنة القبعات السوداء يسخرون ذكائهم للشر يخترقون الانظمة لمكاسب شخصية و يقومون بنسخ البرامج بطريقة مجانية و يعملون على تعطيل و اتلاف المعلومات ",5,5,5,5,5,5,5,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
11,1922,12,5.1,"القبعات البيضاء: عملهم مفيد يقومون باختراق النظام الالكتروني بطريق قانونية من اجل دراسة و فهم سير النظام لتطويره و تحسينه لفائدة الجميع، القبعات السوداء : عملهم شرير يقومون باختراق النظام الالكتروني من اجل التخريب و سرقة المعلومات لفوائد الشخصية.",5,5,4.5,5,4.75,5,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
6,1917,7,5.1,"عمل قراصنة القبعات السوداء يستغلون قدراتهم للسرقة والتخريب ، اما قراصنة القبعات البيضاء يستغلون قدراتهم في تطوير نظام الحماية.",3.5,4,4,4,3.75,4,3,4,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
27,1938,28,5.1,"عمل قراصنة القبعات السوداء عملهم شرير من اجل السرقة والتخريب ، اما قراصنة القبعات البيضاء اخلاقي",4.5,5,4,4,4.25,4,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
4,1915,5,5.1,"القبعة السوداء الكراكر عمله تخريب ويسعى للربح الشخصي فهو لا يفيد الا نفسه أو من يدفع له ، أما القبعة البيضاء يدعى المتسلل الاخلاقي يسعى من خلال اختبار الاختراق كشف الثغرات لإصلاحها وتقوية نظام الأمن فهو يسعى للمنفعة العامة ",5,5,4.5,5,4.75,5,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
32,1943,33,5.1,"القبعات السوداء القرصنة من اجل الاتلاف او السرقة، القبعات البيضاء من اجل اختبار الاختراق او ايجاد الثغرات و نيل الجوائز المقدمة من طرف صاحب النظام دون المساس بأي شخص  ",4,4,3.5,4,3.75,4,3,4,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
10,1921,11,5.1,"قبعة السوداء: يقوم باختراق الانظمة غير مجانية و يقوم بتغيير برمجتها ، يقوم بكسر امن الكومبيوتر بهدف التخريب و القضاء على النظام معلوماتي الالكتروني، قبعة البيضاء : يقوم بتعرف على عمل النظام لتحسينه و تطويره له القدرة على الاختراق بالانترنت.",4,4,3.5,4,3.75,4,3,4,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
44,1955,45,5.1,قراصنة القبعات البيضاء هم خبراء في اختراق نظام امن الكمبيوتر و يستغلون قدراتهم في الأغراض الجيدة و الاخلاقية قراصنة القبعات السوداء يسخرون ذكائهم بطريقة شريرة للقيام بسرقة المعلومات الشخصية للناس و تكسرت انظمة الامن لأهداف تخريبية,4.5,5,5,5,4.75,5,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
40,1951,41,5.1,قراصنة القبعات البيضاء هدفهم تطوير دفاعات الانظمة المعلوماتية و ايجاد الثغرات للتبليغ عنها او محاول اصلاحها دون استغلالها اما قراصنة القبعات السوداء هدفهم التدمير و تخريب المعلومات في اطار غير قانوني ,5,5,4.5,5,4.75,5,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
23,1934,24,5.1," قراصنة القبعات السوداء هم قراصنة غير أخلاقيون، قراصنة القبعات البيضاء هم قراصنة أخلاقيون يساعدون في حماية الأنظمة من الاختراق ",4.5,5,4.5,5,4.5,5,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
39,1950,40,5.1,عمل قراصنة القبعة السوداء هو عمل غير قانوني غير أخلاقي و لمكاسب مادية اما عمل القبعة البيضاء هوعمل أخلاقي و لا يسعى للربح المادي ,4,4,3.5,4,3.75,4,3,4,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
47,1958,48,5.1,"القبعات البيضاء يعلمون كيف يعمل النظام عملهم أخلاقي فيحاولون تحسينه و حمايته، القبعات السوداء يقومون باختراق الانظمة و غيرها لكسب معلومات او مال هذا لصالحهم الشخصي عملهم  غير اخلاقي يعلمون خبايا النظام و يعملون لتخريبه و الاستفادة منه ",4.5,5,4.5,5,4.5,5,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
43,1954,44,5.1,الفرق هو ان القبعات السوداء تستعمل خبراتها و ذكائها من اجل مكاسب شخصية و بغية التخريب اما القبعات البيضاء فمن اجل زيادة دفاع و الامان,4,4,4,4,4,4,4,4,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
3,1914,4,5.1,"قراصنة القبعات البيضاء يقومون بأعمال اخلاقية لا تهدف لمصلحتهم الشخصية و اعمالهم تساعد عل تقوية انظمة المؤسسات، قراصنة القبعات السوداء يعملون لصالحهم الشخصي اعمال غير أخلاقية.",3,3,4,4,3.5,3,3,4,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
34,1945,35,5.1,قراصنة القبعات البيضاء يستعملون  ذكائهم في امور مفيدة و اخلاقية و قانونية من اجل التحسين اما قراصنة القبعات السوداء فهم مجرمو الكمبيوتر يستعملون ذكائهم في امور غير قانونية مثل التخريب و السرقة ,4,4,5,5,4.5,4,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
7,1918,8,5.1,القبعات البيضاء اخلاقيون لا يقومون بالتخريب يقومون باخبار الشركات بالاخطاء الأمنية على عكس القبعات السوداء لا اخلاقيون يقومون بالتخريب ونشر الثغرات وتكبيد الشركات الخسائر,4,4,4.5,5,4.25,4,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
8,1919,9,5.1,الكراكر: يعملون لاغراض تحقق مكتسباتهم او مقابل اموال و عملهم غير قانوني و يقومون باختراق المواقع هدفهم النهب و التخريب اما الهاكر هم المتسللون الاخلاقيون عملهم قانوني و هدفهم تصحيح و تحسين نظم الشركات ,4,4,4.5,5,4.25,4,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
13,1924,14,5.1,كلاهما يتقنان الدخول إلى نظام المعلوماتية  الا ان قراصنة القبعات السوداء يستعمل خبراته في الاعمال الشريرة و اللاأخلاقية لمصلحته فقط او لمصلحة مادية ويقوم بالاختراق من اجل سرقة او تدمير المعلومات او حتى القضاء على النظام في حين ان قراصنة القبعات البيضاء يستعمل ذكاءه بطريقة اخلاقية حيث تعمل على إيجاد الثغرات ومحاولة إصلاحها وهو يؤمن بالعمل التطوعي.,4.5,5,4.5,5,4.5,5,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
17,1928,18,5.1,قراصنة القبعات البيضاء يخترقون الأنظمة بعلم مالكها و بغرض اكتشاف الثغرات لتصحيحها و تقوية أمن الجهاز بينما قراصنة القبعات السوداء يقومون باختراق الأجهزة دون إذن بهدف التخريب و سرقة المعلومات و إلحاق الضرر و يحصلون على فوائد مادية ,4,4,4.5,5,4.25,4,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
21,1932,22,5.1,"القبعات البيضاء يمتلكون القدرة على الاختراق ويستعملونها بطريقة اخلاقية وقانونية، القبعات السوداء يقومون بالاختراق بطريقة غير قانونية و غير اخلاقية",5,5,4.5,5,4.75,5,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
37,1948,38,5.1,الاثنين لديهم قدرة عالية على اختراق الانظمة ولكن القبعات البيضاء يخترقون بعد اذن من الشركة ولكي يحموها من القبعة  السوداء الذين يخترقون لمصالح شخصية و اهداف شريرة ,4.5,5,5,5,4.75,5,4,5,1,5,ما الفرق بين عمل قراصنة القبعات البيضاء و عمل قراصنة القبعات السوداء؟,"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "
